-0.46493,0.9066731
-1.07663,-1.671992
1.947807,0.0669554
-0.55427,0.8737485
0.973407,-0.037298
-1.08424,-1.700459
-0.48258,0.844594
-0.50306,-0.827876
0.964736,-0.048141
-0.51697,-0.818783
0.96292,0.0464333
1.033785,0.010777
-1.06561,1.6612629
-0.47053,0.8869804
1.96461,0.0932418
1.027065,-0.019193
-0.95512,-1.787929
-0.87976,-1.715435
-0.52348,-0.810273
-1.09014,-1.710855
-0.52414,0.893683
-0.44069,-0.85736
-0.44816,0.8729296
0.996812,0.0389249
-1.01635,-1.798936
-0.45637,-0.887701
-0.56072,0.8708139
0.987281,0.0037477
-1.11791,-1.730518
-1.01349,-1.807047
-0.46577,0.9085761
2.011977,0.0505472
-0.94108,1.8196074
2.053457,-0.027528
-0.95358,1.7667136
-1.07448,-1.699256
-1.09222,1.6923607
2.035084,-0.097685
0.965708,0.0343429
-1.02722,-1.781525
-0.99416,1.684334
2.0623,-0.097796
-0.45608,0.8497945
-0.45876,-0.895029
-1.01844,-1.781418
2.002496,-0.062934
1.029458,0.0195772
1.002008,0.0380855
-0.4776,0.917765
-0.50732,-0.894645
2.000101,-0.09887
-0.88867,1.7320644
-0.96388,1.8137279
-1.05259,-1.629615
2.013433,-0.088444
-0.52786,0.8197355
-1.01158,-1.714666
-0.46329,0.8630667
-1.03212,-1.691856
-0.45042,-0.8704
0.964001,-0.027774
-1.12338,1.7391091
1.020752,0.0213762
-0.46174,0.8938053
0.967645,-0.016572
-1.01582,-1.793901
-0.47803,-0.883599
0.997384,-0.032771
1.019533,0.0234381
-0.88117,1.7151572
-1.1243,1.740359
-0.4685,-0.913705
1.023018,0.020632
-0.46487,-0.880592
-0.54734,0.8493365
1.035883,0.0057389
-1.06519,-1.657631
-0.93979,-1.783119
-1.0482,1.6226549
2.064854,-0.072691
2.002392,0.0740865
-0.46719,0.88661
-0.51634,0.8295159
-0.52999,-0.879238
1.949285,-0.055194
-0.46648,0.9101041
2.06231,-0.092255
-0.49024,-0.837056
-1.01547,1.6684449
1.977993,0.0510829
0.994694,-0.012369
1.961894,-0.017336
-0.90134,1.70599
-1.09125,-1.689904
-0.93857,-1.793798
-0.89522,-1.740295
1.996368,0.0210449
-0.50861,-0.892884
-0.51077,0.8233211
-1.06069,1.6433433
